"GeneID","Essential","Class","Complex","Phenotype","Motif","Chromosome","Function"
"G235273","Non-Essential","?","RNA processing complexes","Conditional phenotypes","PS00626",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235273","Non-Essential","?","RNA processing complexes","Conditional phenotypes","PS00626",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235273","Non-Essential","?","RNA processing complexes","Nucleic acid metabolism defects","PS00340",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235273","Non-Essential","?","RNA processing complexes","Nucleic acid metabolism defects","PS00340",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235273","Non-Essential","?","RNA processing complexes","Nucleic acid metabolism defects","PS00626",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235273","Non-Essential","?","RNA processing complexes","Nucleic acid metabolism defects","PS00626",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235274","Non-Essential","?","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235274","Non-Essential","?","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","?",4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G235274","Non-Essential","?","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235277","Non-Essential","?","Cytoskeleton","Cell morphology and organelle mutants","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235277","Non-Essential","?","Cytoskeleton","Cell morphology and organelle mutants","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235277","Non-Essential","?","Cytoskeleton","Mating and sporulation defects","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235277","Non-Essential","?","Cytoskeleton","Mating and sporulation defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235277","Non-Essential","?","Cytoskeleton","Stress response defects","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235277","Non-Essential","?","Cytoskeleton","Stress response defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235278","Non-Essential","?","Histone acetyltransferase complexes","Mating and sporulation defects","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235278","Non-Essential","?","Histone acetyltransferase complexes","Mating and sporulation defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235278","Non-Essential","?","Histone acetyltransferase complexes","Mating and sporulation defects","?",4,"TRANSCRIPTION"
"G235278","Non-Essential","?","Transcription complexes/Transcriptosome","Mating and sporulation defects","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235278","Non-Essential","?","Transcription complexes/Transcriptosome","Mating and sporulation defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235278","Non-Essential","?","Transcription complexes/Transcriptosome","Mating and sporulation defects","?",4,"TRANSCRIPTION"
"G235279","Essential","?","Transcription complexes/Transcriptosome","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235279","Essential","?","Transcription complexes/Transcriptosome","?","?",4,"TRANSCRIPTION"
"G235281","Essential","?","Intracellular transport complexes","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235281","Essential","?","Intracellular transport complexes","?","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235285","Essential","?","RNA processing complexes","Cell morphology and organelle mutants","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235285","Essential","?","RNA processing complexes","Cell morphology and organelle mutants","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235285","Essential","?","RNA processing complexes","Cell morphology and organelle mutants","?",4,"PROTEIN DESTINATION"
"G235285","Essential","?","RNA processing complexes","Cell morphology and organelle mutants","?",4,"TRANSCRIPTION"
"G235285","Essential","?","RNA processing complexes","Conditional phenotypes","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235285","Essential","?","RNA processing complexes","Conditional phenotypes","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235285","Essential","?","RNA processing complexes","Conditional phenotypes","?",4,"PROTEIN DESTINATION"
"G235285","Essential","?","RNA processing complexes","Conditional phenotypes","?",4,"TRANSCRIPTION"
"G235285","Essential","?","RNA processing complexes","Nucleic acid metabolism defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235285","Essential","?","RNA processing complexes","Nucleic acid metabolism defects","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235285","Essential","?","RNA processing complexes","Nucleic acid metabolism defects","?",4,"PROTEIN DESTINATION"
"G235285","Essential","?","RNA processing complexes","Nucleic acid metabolism defects","?",4,"TRANSCRIPTION"
"G235287","Non-Essential","?","Histone acetyltransferase complexes","Conditional phenotypes","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235287","Non-Essential","?","Histone acetyltransferase complexes","Conditional phenotypes","?",4,"TRANSCRIPTION"
"G235287","Non-Essential","?","Intracellular transport complexes","Conditional phenotypes","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235287","Non-Essential","?","Intracellular transport complexes","Conditional phenotypes","?",4,"TRANSCRIPTION"
"G235287","Non-Essential","?","Transcription complexes/Transcriptosome","Conditional phenotypes","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235287","Non-Essential","?","Transcription complexes/Transcriptosome","Conditional phenotypes","?",4,"TRANSCRIPTION"
"G235288","?","?","Translation complexes","?","PS00646",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235288","?","?","Translation complexes","?","PS00646",4,"PROTEIN SYNTHESIS"
"G235293","Essential","?","Intracellular transport complexes","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235293","Essential","?","Intracellular transport complexes","?","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235294","Essential","?","RNA processing complexes","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235294","Essential","?","RNA processing complexes","?","?",4,"PROTEIN DESTINATION"
"G235294","Essential","?","RNA processing complexes","?","?",4,"TRANSCRIPTION"
"G235297","Essential","?","Intracellular transport complexes","Cell morphology and organelle mutants","PS00014",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235297","Essential","?","Intracellular transport complexes","Cell morphology and organelle mutants","PS00014",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235297","Essential","?","Intracellular transport complexes","Cell morphology and organelle mutants","PS00014",4,"PROTEIN DESTINATION"
"G235297","Essential","?","Intracellular transport complexes","Conditional phenotypes","PS00014",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235297","Essential","?","Intracellular transport complexes","Conditional phenotypes","PS00014",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235297","Essential","?","Intracellular transport complexes","Conditional phenotypes","PS00014",4,"PROTEIN DESTINATION"
"G235297","Essential","?","Intracellular transport complexes","Sensitivity to antibiotics","PS00014",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235297","Essential","?","Intracellular transport complexes","Sensitivity to antibiotics","PS00014",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235297","Essential","?","Intracellular transport complexes","Sensitivity to antibiotics","PS00014",4,"PROTEIN DESTINATION"
"G235300","Essential","?","Translocon","?","?",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235300","Essential","?","Translocon","?","?",5,"METABOLISM"
"G235300","Essential","?","Translocon","?","?",5,"PROTEIN DESTINATION"
"G235301","Non-Essential","?","Gim complexes","Cell morphology and organelle mutants","?",5,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G235301","Non-Essential","?","Gim complexes","Cell morphology and organelle mutants","?",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235301","Non-Essential","?","Gim complexes","Cell morphology and organelle mutants","?",5,"PROTEIN DESTINATION"
"G235301","Non-Essential","?","Gim complexes","Conditional phenotypes","?",5,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G235301","Non-Essential","?","Gim complexes","Conditional phenotypes","?",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235301","Non-Essential","?","Gim complexes","Conditional phenotypes","?",5,"PROTEIN DESTINATION"
"G235301","Non-Essential","?","Gim complexes","Unknown","?",5,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G235301","Non-Essential","?","Gim complexes","Unknown","?",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235301","Non-Essential","?","Gim complexes","Unknown","?",5,"PROTEIN DESTINATION"
"G235302","Essential","?","Mitochondrial translocase complex","?","?",5,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G235302","Essential","?","Mitochondrial translocase complex","?","?",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235302","Essential","?","Mitochondrial translocase complex","?","?",5,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235302","Essential","?","Mitochondrial translocase complex","?","?",5,"PROTEIN DESTINATION"
"G235303","Non-Essential","?","Respiration chain complexes","Auxotrophies, carbon and","PS00199",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235303","Non-Essential","?","Respiration chain complexes","Auxotrophies, carbon and","PS00199",5,"ENERGY"
"G235303","Non-Essential","?","Respiration chain complexes","Auxotrophies, carbon and","PS00200",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235303","Non-Essential","?","Respiration chain complexes","Auxotrophies, carbon and","PS00200",5,"ENERGY"
"G235307","Non-Essential","?","Histone acetyltransferase complexes","?","PS00678",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235307","Non-Essential","?","Histone acetyltransferase complexes","?","PS00678",5,"PROTEIN DESTINATION"
"G235307","Non-Essential","?","Histone acetyltransferase complexes","?","PS00678",5,"TRANSCRIPTION"
"G235309","Ambiguous-Essential","?","Exocyst complex","Auxotrophies, carbon and","?",5,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235309","Ambiguous-Essential","?","Exocyst complex","Auxotrophies, carbon and","?",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235309","Ambiguous-Essential","?","Exocyst complex","Auxotrophies, carbon and","?",5,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235309","Ambiguous-Essential","?","Exocyst complex","Cell morphology and organelle mutants","?",5,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235309","Ambiguous-Essential","?","Exocyst complex","Cell morphology and organelle mutants","?",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235309","Ambiguous-Essential","?","Exocyst complex","Cell morphology and organelle mutants","?",5,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235309","Ambiguous-Essential","?","Exocyst complex","Conditional phenotypes","?",5,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235309","Ambiguous-Essential","?","Exocyst complex","Conditional phenotypes","?",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235309","Ambiguous-Essential","?","Exocyst complex","Conditional phenotypes","?",5,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G235310","Essential","?","Proteasome","?","PS00854",5,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235310","Essential","?","Proteasome","?","PS00854",5,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G235310","Essential","?","Proteasome","?","PS00854",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235310","Essential","?","Proteasome","?","PS00854",5,"PROTEIN DESTINATION"
"G235312","Non-Essential","?","Cytoskeleton","Cell cycle defects","?",5,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235312","Non-Essential","?","Cytoskeleton","Cell cycle defects","?",5,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G235312","Non-Essential","?","Cytoskeleton","Cell cycle defects","?",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235312","Non-Essential","?","Cytoskeleton","Cell morphology and organelle mutants","?",5,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235312","Non-Essential","?","Cytoskeleton","Cell morphology and organelle mutants","?",5,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G235312","Non-Essential","?","Cytoskeleton","Cell morphology and organelle mutants","?",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235312","Non-Essential","?","Cytoskeleton","Conditional phenotypes","?",5,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G235312","Non-Essential","?","Cytoskeleton","Conditional phenotypes","?",5,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G235312","Non-Essential","?","Cytoskeleton","Conditional phenotypes","?",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235313","Essential","?","?","?","?",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235317","Non-Essential","?","Translation complexes","?","PS01145",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235317","Non-Essential","?","Translation complexes","?","PS01145",5,"PROTEIN SYNTHESIS"
"G235324","Essential","?","Proteasome","?","PS00854",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235324","Essential","?","Proteasome","?","PS00854",5,"PROTEIN DESTINATION"
"G235326","?","?","Translation complexes","?","?",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G235326","?","?","Translation complexes","?","?",5,"PROTEIN SYNTHESIS"
"G235327","Non-Essential","?","Nuclear pore complex (NPC)","?","?",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
